Square Feet,Number of Bedrooms,Number of Bathrooms,Year Built,Neighborhood,Garage Spaces,Lot Size,City,Price
2666,2,2.6621751503806323,1957,Urban,0,0.3966749418949512,New York,269213037.8457533
2260,1,3.7924985925274224,1969,Urban,0,0.6484207365351932,Houston,229846541.0771155
1529,1,1.0160469660826685,1969,Urban,0,0.4304288433808664,Los Angeles,155448347.73936054
2575,1,3.2447164185427004,1958,Suburban,2,0.7056044235903599,Houston,261686375.84934253
1020,3,3.709151959307546,2021,Suburban,2,0.3132422914802342,New York,104044397.85434924
1910,4,1.4191617009368622,1964,Suburban,0,0.7308936045902339,Houston,195255905.15052143
2760,2,1.2883775551964545,2012,Suburban,0,0.41269452692361996,Los Angeles,278315100.9512578
1866,3,2.2737178215578666,1970,Urban,2,0.5102815344417411,New York,189776936.50882554
1793,2,3.801036718398805,1954,Urban,2,0.6019706263986063,Los Angeles,183079930.88587293
2543,1,2.6271596805713164,1984,Suburban,1,0.7176025028673942,Los Angeles,258350049.4903798
1099,3,2.5823693911651966,2017,Suburban,1,0.31484232266386036,Kansas City,111867889.3176567
1751,1,1.4233783548979657,1997,Urban,0,0.8523509836697294,Los Angeles,179648508.29496598
1477,2,1.0023685332796564,2011,Rural,2,0.7496584747797158,Los Angeles,151723470.01389453
2622,2,3.4304202722363835,1984,Rural,2,0.31068812712159954,New York,264345722.1560257
2321,4,1.2627236889587148,2019,Urban,1,0.9774771063426193,New York,237322089.808385
1939,2,2.901549456205972,1970,Suburban,2,0.6983172919274125,New York,198014202.66885254
1525,1,3.7438493635455745,1988,Suburban,0,0.5071841978200351,Houston,155541709.6913661
1333,2,1.625955739475293,1983,Urban,1,0.24177459299816473,Houston,134950819.64545146
1001,4,2.9958185087107325,1964,Rural,2,0.5798989020773183,New York,103759180.89853989
1374,4,1.2360957301225284,1955,Urban,2,0.24829829814440638,Houston,139314198.67048123
1292,1,2.811265431512839,2015,Urban,0,0.48654251082805944,Kansas City,131933557.46150376
1836,3,1.4917951628596082,2005,Urban,2,0.467841270465567,Houston,186331090.9895423
2957,2,3.207860681545534,1998,Suburban,1,0.7479456799127141,Kansas City,299925317.9506795
2004,4,1.9036938843817246,1950,Suburban,1,0.27314486310182484,New York,202493501.35683775
1552,2,2.3901730264139385,2014,Suburban,2,0.8396842193837613,New York,159762684.07389987
1317,2,2.798291626082865,1977,Rural,2,0.39351909431454923,Houston,134247467.34352896
2525,3,1.5138202319987188,1969,Urban,2,0.4995897642718976,New York,255571485.3387594
2851,4,3.224913455852863,1997,Urban,2,0.7951068779984583,New York,289687402.89918125
1380,2,1.9079210219104437,2021,Rural,1,0.6628531597421633,Los Angeles,141587359.8753541
2646,4,2.9871155797382603,2014,Suburban,0,0.3772228166217436,New York,266955147.7515891
1013,1,1.474849152098121,2000,Urban,1,0.4475826320912929,Los Angeles,103833526.84686382
1503,1,3.064352977619051,1992,Rural,2,0.3752081325906491,New York,152650867.1362747
1230,2,1.384564218431385,1998,Suburban,2,0.6352931505494415,Kansas City,126545308.06912956
2107,4,2.276069488809951,1974,Suburban,1,0.3993620798861558,Kansas City,213332515.61109152
1129,2,1.7416182212166305,1990,Urban,1,0.7531279253048268,New York,117081260.99311538
2766,4,3.245125748284548,2020,Suburban,2,0.6218084427253535,Kansas City,280207426.6447481
1837,4,1.7861050135206238,2013,Rural,1,0.2311359505727581,Kansas City,185259637.62887785
2168,3,3.6451519191861887,2010,Suburban,2,0.3792417568118942,Kansas City,219224595.17799842
1890,3,3.6754606342198386,1961,Urban,1,0.2993026977191402,Houston,191252173.03616217
2880,3,1.5893239456683577,2018,Rural,2,0.4512818912963368,Kansas City,290590608.75240684
1027,2,2.841537835023173,1963,Suburban,1,0.5643856775884268,Los Angeles,106155043.72556888
1065,3,1.263152925159893,1983,Suburban,2,0.5560865715556988,Houston,109765169.32716548
2186,3,2.1746112988048876,1997,Suburban,0,0.7790713089069601,Los Angeles,222938452.39194518
2252,1,3.1399651885038167,2010,Rural,0,0.2702546772415384,Los Angeles,226901770.77534547
1260,4,2.9782697405497487,1984,Suburban,1,0.9518255463677021,Los Angeles,131397497.96237974
2472,4,2.8741020082198236,2014,Urban,0,0.4085605961939518,Houston,249703360.63158625
2447,3,1.8476225909873307,2008,Rural,2,0.3702239622245247,New York,246954691.50544667
1459,4,2.134074848303206,1985,Rural,1,0.7166607203621977,Kansas City,150053359.21543375
2975,1,1.3088384341008585,1968,Suburban,1,0.8249649658147562,Kansas City,302067987.71163136
2699,1,3.157068461300803,1991,Rural,2,0.4406245883322881,New York,272589903.07625896
1300,3,2.5116663903738203,2018,Urban,2,0.7721622774045794,New York,134264186.36630094
1918,1,3.126296897036964,1968,Rural,2,0.8953623605224492,Los Angeles,196876284.06989002
2326,4,1.7468305743906183,1988,Urban,1,0.7901232986862616,Houston,237076628.7865106
1286,2,1.9733146859051987,2018,Suburban,2,0.1307768370137497,Los Angeles,129566882.78651163
2418,4,2.002646011780344,2001,Rural,0,0.8446320202295694,Kansas City,246483358.5520314
2033,2,1.0772272292416485,1961,Urban,1,0.7970328626089306,New York,207795956.35523778
2730,3,2.0231436184918707,1996,Suburban,2,0.7023612143378674,Kansas City,276988541.84307617
1629,2,3.4099137205541004,1985,Urban,1,0.7840201771791131,New York,167385844.41493714
1269,1,3.691895487249216,2012,Rural,0,0.981482856248745,Houston,132189306.44278742
1591,4,2.5546549469077826,2000,Rural,0,0.48800159903651474,Los Angeles,162046607.11620066
2993,2,2.3665050856576606,1992,Urban,2,0.16050091145913803,Kansas City,300574992.43872
2628,4,1.0924738560981107,1983,Suburban,1,0.5148009726649451,Houston,265875940.4025321
2801,3,3.637613012756148,1998,Suburban,2,0.14179028985194314,Kansas City,281396772.42521644
1843,3,1.0390306402776182,1967,Suburban,1,0.364825367279615,New York,186652054.13441887
1861,1,3.8342502406306354,2010,Suburban,2,0.6281918126170831,Kansas City,189683527.8311327
2384,3,2.467648746064272,2006,Urban,2,0.3786606036335407,Houston,240753376.6741225
2280,2,2.02580348072418,1954,Rural,1,0.7168557213185848,Houston,232201213.86764723
1132,3,3.77265530452798,1973,Urban,1,0.839787694917149,Los Angeles,118101887.62242535
2299,1,1.0731729793302902,2013,Rural,0,0.47839526135158317,Kansas City,232472464.2802077
2799,4,2.7442746846072614,2008,Rural,0,0.9101241561637032,New York,284931441.38216406
2706,4,2.646797573498013,1987,Urban,1,0.1718550382153602,Kansas City,272057785.0090892
1971,3,1.6579612036341462,1982,Urban,0,0.8561018477804048,Los Angeles,201859856.3291746
1512,2,2.2866622940506316,1959,Suburban,0,0.8457158308953691,New York,156020078.82653064
1312,1,2.9567920178313107,1986,Rural,1,0.38979450669408844,New York,133625731.93480779
1575,2,3.1813935906457824,1960,Suburban,1,0.36884366841215355,Los Angeles,160017822.8613592
1885,1,1.0021505761197393,1973,Suburban,1,0.3745854830381614,New York,190768088.7083998
2307,3,3.8105602902730458,2020,Urban,2,0.8302543411099699,Houston,235342063.7273203
2144,1,1.4935761171784372,1970,Suburban,1,0.8484881388491756,Houston,219089458.90303427
2130,1,1.7007413026670775,1969,Suburban,1,0.39675021294490087,New York,215451306.66242453
2956,3,1.7904203370815446,1959,Suburban,1,0.6333313127000156,Kansas City,299390938.08878124
1686,2,1.1134604096561058,1996,Urban,0,0.22503990649640906,New York,170043709.06320626
2227,3,1.3691563707709746,1996,Suburban,1,0.5219008644529199,Kansas City,225717191.05007243
1164,1,3.959049768832486,1964,Suburban,0,0.9989135657699845,Los Angeles,122036496.56151237
1304,3,1.9456502121318582,1993,Urban,2,0.24295523293562218,Houston,132100699.930588
2520,1,1.3459032710171481,2011,Urban,1,0.952806375964053,Houston,256994974.62514654
2655,3,1.32097378352387,1955,Urban,1,0.841829249768507,Los Angeles,270318219.28260684
2579,4,3.158379903009916,2015,Rural,0,0.974993185851643,Los Angeles,263251844.42198396
2847,4,3.5637059920979226,1953,Urban,2,0.26162088454947974,Houston,286865382.3721547
1155,3,1.7708568985254096,1972,Rural,1,0.2921666413990278,Los Angeles,117518647.47438455
2390,2,1.062728537005705,1962,Urban,2,0.11518046356137282,New York,240100606.9580823
2742,1,1.6692700553360673,1980,Urban,2,0.7522316316240449,New York,278391353.4122704
2925,4,1.1695470723902721,1965,Urban,1,0.679685224092567,Kansas City,296496142.1508921
1619,2,1.3101848098901245,1990,Rural,2,0.2602588944922589,Kansas City,163604558.33320305
2274,1,2.294524359542927,1950,Suburban,2,0.8120304689878647,Kansas City,232087241.67190504
1956,4,1.6897551125848977,1961,Urban,1,0.36927595551855286,New York,198103111.41103664
2939,4,2.54783763557627,2005,Rural,0,0.22149601239757166,Houston,295488567.8846561
2905,3,1.760481259771571,1999,Urban,1,0.4803063985174133,Kansas City,293323568.0870699
1333,1,3.8216119033088427,1969,Suburban,2,0.18187286358417049,New York,134855985.210669
2665,2,3.7178319037787935,2015,Rural,1,0.33691929064592196,Houston,268623433.846013
1968,2,2.7004183150313983,1985,Urban,0,0.43420002258461154,Los Angeles,199463531.48655042
1510,2,2.0632719759621585,1987,Urban,2,0.8666777570627349,New York,155808134.18351084
2316,1,2.1434406461042066,1971,Urban,2,0.8132938671638993,Los Angeles,236177227.38427728
2043,2,2.235556849433491,2010,Suburban,0,0.4984788571755564,Kansas City,207125061.0495853
1281,2,3.182737966404832,1999,Rural,0,0.7521175519771488,Houston,132319293.1073661
1796,2,2.3549169865565136,2008,Urban,2,0.6117846725611045,New York,183050542.13679725
2024,3,3.5701898395176923,1969,Urban,0,0.40675766957026127,Kansas City,205121552.58581513
1118,3,3.8322843577910937,1985,Rural,1,0.7532869091457564,Kansas City,116213855.87256312
2058,1,2.0078384601368016,1964,Suburban,0,0.7151492390197401,Houston,209871334.07960895
1197,1,2.6820834441270405,2011,Suburban,1,0.6571849979742418,Los Angeles,123317081.24818073
1484,2,1.2851696104976933,1952,Suburban,2,0.6561599689389255,Kansas City,152272187.56548193
2780,3,1.601407143299077,1954,Suburban,2,0.7146837930942791,Houston,282228524.5012188
2082,4,2.24039730013048,2005,Suburban,2,0.4460909613782844,Houston,210928484.6044012
1836,4,1.6186081477053365,1980,Urban,2,0.8821682335609321,New York,188587236.77888256
2184,2,3.6296814723661526,1984,Urban,2,0.24607706094681475,Kansas City,220237611.41516155
2008,2,1.4748587681772942,2020,Urban,0,0.8954969169152387,Los Angeles,205503098.9921895
1690,3,2.3669824646592756,2019,Rural,0,0.40805365872879495,Los Angeles,171387791.97849342
2229,3,2.817097721379627,1975,Suburban,2,0.21252845404776027,Kansas City,224603924.59934226
2035,3,3.0755917244825333,1950,Rural,0,0.6400246624112169,Los Angeles,207445792.69139227
1489,1,2.1492081091795203,1956,Suburban,0,0.4383880021633647,Houston,151638130.61900526
1275,1,3.6072972061741857,1985,Suburban,2,0.8339497543931673,Houston,132220296.06242889
1692,2,2.7049574532337766,1974,Rural,0,0.4877069216758906,Kansas City,172186406.417372
1241,1,2.3185233413426554,2008,Urban,2,0.7017062730058988,Los Angeles,127947420.6156302
2239,3,1.2017219021561099,2010,Rural,2,0.37743219055434296,Houston,226132290.09543344
2274,3,2.394068405335495,1978,Urban,2,0.2885071375228061,Kansas City,229437090.81801417
2834,1,3.4622075224471907,1967,Suburban,2,0.4492441278539414,Houston,286275886.20345324
1125,4,2.8436230546639463,1990,Urban,0,0.6461270511421902,Kansas City,116308906.98481074
1216,2,3.496487361187355,1968,Suburban,0,0.6912520652902167,New York,125693496.87854013
2329,4,2.482035011797917,1953,Suburban,1,0.6203859987682165,New York,236758082.6197259
2820,2,1.3553851152834455,2014,Urban,1,0.989250146761698,Kansas City,287212904.61745477
2208,4,1.0409195375076432,1990,Suburban,2,0.7219811678456488,New York,224892974.80454132
2062,1,1.9096586401557736,1964,Urban,1,0.938367664837226,New York,211400062.7221978
2246,2,3.093971414493377,2003,Rural,0,0.20613987540565706,Los Angeles,226062747.2331153
2207,2,3.3707797118250813,2013,Suburban,0,0.15523563683213099,New York,221878986.66254753
1494,2,1.8872585038609881,2021,Suburban,1,0.37989523181075835,Los Angeles,151571020.54684338
1426,3,2.4869617626497416,1964,Rural,1,0.22293004453878157,New York,144366172.35489264
2201,3,2.2633567133022447,1999,Suburban,0,0.573281675405441,New York,223406160.13052487
1918,4,2.231568353054284,1971,Rural,1,0.5670831281709509,Houston,195282783.2673338
2451,1,1.6940461396004514,1967,Rural,0,0.6175424497995551,Kansas City,248644765.7094678
2317,3,1.409113315088375,1951,Suburban,0,0.7707050927479654,New York,236169208.96237147
2875,2,1.5900656746936392,1985,Rural,1,0.9741967301910879,Kansas City,292800238.57655746
1150,3,1.1659971614900382,1969,Rural,1,0.8904328222952318,Kansas City,119979613.89858791
1383,1,1.594392225470731,1965,Rural,2,0.20653051561802344,Houston,139832231.99500042
2661,3,1.0276026928761384,2016,Suburban,2,0.4046623198935916,Kansas City,268425381.80143368
2836,2,2.881775201907935,1979,Rural,2,0.3302407225432377,Kansas City,285827336.7528593
1307,4,1.9491262221630485,2004,Urban,2,0.2591356220018135,New York,132476862.5766713
2359,2,3.919434134280726,2015,Urban,2,0.590252388990206,Houston,239325219.50502208
2969,1,1.5811511523288937,1975,Rural,0,0.5979379618294575,Kansas City,300298276.14557195
1745,4,2.037485710928782,2006,Urban,1,0.3045203450992552,New York,176480413.15381593
1891,3,2.0735234759245995,2018,Suburban,0,0.7407075252760169,Houston,193134051.88707444
1374,3,1.0253544881873817,1951,Rural,2,0.7596228692525547,New York,141825015.93287683
2031,3,3.517623859118377,2005,Suburban,2,0.11888199535053999,Houston,204238231.76618657
2364,4,1.0959833804329742,2011,Urban,1,0.45618193335008494,Houston,239043108.4202829
1128,2,3.820539504187724,1983,Urban,0,0.9011265770814589,Los Angeles,117892173.34822138
2014,4,3.6762230532808617,2005,Urban,2,0.5682867474194544,Los Angeles,204847150.46609333
2799,4,2.6065657482578906,2004,Urban,2,0.41286502129509484,Los Angeles,282494817.5375948
1668,1,2.630786724733876,1969,Suburban,2,0.32830853643561714,Kansas City,168998851.68653312
2375,4,2.961333768868469,1999,Rural,2,0.31901906792645407,New York,239677195.3722974
2381,3,2.1611500358046607,1974,Suburban,0,0.1897912304657257,Houston,239606042.40501398
1516,2,2.9416668501935663,1974,Rural,0,0.8355037771837829,New York,156343143.89968345
2518,2,1.1343051660654606,2002,Urban,2,0.1779916648547541,Kansas City,253020031.21172866
1085,2,1.1621428820491797,1963,Urban,0,0.3630652892756342,Los Angeles,110802487.16253185
2198,3,2.371691258858633,2009,Urban,2,0.1411081647097179,Los Angeles,220943417.66796297
2825,3,2.6488669033181047,1992,Urban,1,0.8032479127513305,New York,287039904.5815055
2216,3,3.663452921007457,2011,Suburban,1,0.13535531400411144,New York,222781535.53909612
1310,3,1.3139819017236887,2018,Rural,1,0.3774709934813876,Houston,133180903.61003622
2142,3,3.467943781581668,2012,Rural,0,0.6159676330779976,New York,217744933.9490086
2241,4,1.6301420118762087,1951,Urban,2,0.46860522426409945,Houston,227165286.7722112
1426,3,2.182250945530096,2003,Suburban,1,0.3540439605241904,Houston,144803888.6235357
2993,3,1.9498073044822388,1965,Urban,1,0.3476701651847875,Los Angeles,301644586.3737601
2437,3,2.200465818596197,2004,Rural,0,0.8180112754056243,New York,248200091.31342283
1113,3,1.4514864942177566,1992,Rural,0,0.9765802855785206,Los Angeles,116596762.91495892
2168,2,2.5107102232106646,2010,Suburban,1,0.413236963403914,Houston,219239488.08376038
2561,3,3.404927769494102,1987,Rural,2,0.13523096224811487,Los Angeles,257401524.39395264
2671,4,2.324602031136691,1994,Suburban,2,0.1329092001181976,Los Angeles,268323891.15292624
1302,4,2.4718407276945973,2000,Urban,2,0.7832920736896463,Houston,134656848.42302534
1743,4,3.546302755843943,1991,Urban,1,0.5971328394482143,Kansas City,177931636.90392935
2904,1,3.1181743439140925,1973,Suburban,0,0.8052333916755974,Kansas City,294960030.0341716
1587,2,2.471363225559354,1979,Urban,2,0.7277473092597173,New York,162884088.78821555
1986,3,1.773086944567539,1986,Suburban,1,0.9167557143388568,Los Angeles,203671760.09253684
2863,1,3.6547802405349,2002,Urban,1,0.8972418619419612,New York,291235317.8277499
1344,3,2.731061205071675,2012,Urban,0,0.8094946560590597,Los Angeles,138857302.87067568
1813,1,1.6634428303320803,1960,Rural,2,0.5276702440379294,New York,184468109.43246457
2987,1,1.807359257914031,1972,Rural,1,0.3773137668434672,New York,301047120.7785609
1800,4,3.409399266808738,1999,Suburban,2,0.5563241087001759,Houston,183397325.48851153
2024,4,1.1324366862623663,2004,Urban,2,0.5518644465878413,Kansas City,205579254.9844089
2170,1,3.9762765610864603,2004,Urban,2,0.6492479940004039,Kansas City,220729460.71208352
2310,4,1.3910550391443754,1953,Urban,1,0.2674878110046137,Kansas City,233011768.1829589
2999,1,3.388205576190812,2003,Rural,2,0.6900578924004899,Houston,303794404.8802168
2677,2,2.1843259503150487,2010,Suburban,0,0.5109408317852342,Kansas City,270583528.6051998
2076,4,2.4766485498624005,1954,Suburban,1,0.6581843487467732,Houston,211641670.38497353
2327,4,3.641951732393734,1967,Suburban,1,0.3156443406275911,Los Angeles,235051368.0830675
2092,4,2.23873356876764,1993,Urban,2,0.4909554044896195,Houston,212212682.04010567
1360,2,2.6124812610197035,1980,Suburban,2,0.28918109300726824,New York,137996841.5596128
2625,1,1.1478989872275098,1970,Rural,2,0.8877746410811215,New York,267379965.62944767
2981,3,1.0070424216023595,1996,Rural,1,0.5391649405373838,Los Angeles,301176352.8843071
2243,4,1.7343996190051776,1979,Suburban,0,0.30248327401643094,Los Angeles,226362496.34150752
2985,1,3.041749278756302,2004,Urban,0,0.13708782616739168,New York,299558570.32674366
2009,2,1.3637946800774101,2017,Rural,1,0.7081647981881877,Kansas City,204693108.59194672
1703,3,1.3412858764136484,2018,Rural,0,0.2931802425907801,Kansas City,172041497.6536849
2989,4,2.23288182410771,1990,Urban,2,0.9906239730869004,Kansas City,304425586.0022426
1574,2,2.9435111158246796,1994,Urban,1,0.5803303360736545,Los Angeles,160787415.01405513
2608,2,3.1362159767437916,1979,Suburban,0,0.3600792966232289,New York,263155612.68137193
2184,3,1.5353520222951245,1994,Rural,1,0.6919096904133673,Houston,222289699.85373896
2704,1,1.2387644421161275,1994,Rural,0,0.347697931094277,Los Angeles,272426396.9886301
2112,4,3.8211911018366327,1994,Suburban,1,0.8382468645187718,New York,216042823.65523162
1687,4,1.7819991476863053,2004,Suburban,0,0.37741244583694766,Kansas City,171015712.1652612
1780,1,3.5600394928261716,2008,Rural,1,0.9894229591563183,Kansas City,183359117.75774354
1584,1,3.5904743513884547,1954,Rural,1,0.6446303069007643,Kansas City,162307437.11085796
2780,1,3.3175677752876336,1981,Urban,1,0.859970034048397,New York,282828667.7533886
1588,3,1.5065008199577101,1955,Urban,1,0.16553392262058,Kansas City,160250657.17459974
2182,3,3.465404377762601,1975,Rural,1,0.4134694756475694,New York,220937252.70657003
1488,4,3.30775167772476,1986,Rural,2,0.7637383775495347,Los Angeles,153291773.26357704
1970,3,2.790168970318651,1962,Urban,1,0.6895531156065244,Houston,201132028.2508065
2347,2,2.0116061055068584,2018,Suburban,1,0.274818809290382,Kansas City,236369964.5043649
2633,4,1.7875258127996323,1974,Suburban,1,0.4205826374587389,Los Angeles,266001977.62325367
2404,3,1.365667636241077,1962,Rural,0,0.33709906673878687,Los Angeles,242642920.406412
2125,1,2.529271200702614,1969,Rural,1,0.6520331527856587,New York,216289861.103981
1493,2,2.7557826265295393,2021,Urban,2,0.41011140651289746,Los Angeles,151707240.7295542
2667,1,2.0780169715473615,2009,Rural,1,0.37814881780031484,New York,268886595.3618676
2637,4,2.4260772030426057,2022,Suburban,0,0.28664018239270755,New York,265520156.70219174
1018,1,2.0905433721078,1970,Urban,0,0.4681244088231835,Los Angeles,104612412.797024
2477,3,2.923018171962104,2010,Urban,1,0.2759523311768982,New York,249533988.01878166
2505,3,3.7037776233896897,1975,Suburban,1,0.9663126286398691,New York,256019346.46495357
2617,4,1.4917607861408346,2003,Suburban,1,0.23905163034577306,New York,263327140.21068943
1396,1,2.14422642970937,1991,Urban,1,0.9219742434628987,Los Angeles,144600688.19954267
2000,4,1.422605811852584,1960,Rural,0,0.48562578834092374,Houston,203049824.37759358
2302,1,2.874831311223496,1986,Suburban,1,0.44007939240554983,New York,232871009.31036952
1850,2,3.186611528465787,1960,Urban,0,0.30818782081436397,Kansas City,187194934.96870676
2388,3,3.7957381977923674,1976,Rural,0,0.6721807009307672,Los Angeles,242830583.86948827
2354,4,1.8366157787828947,1983,Rural,2,0.7169752135097527,Los Angeles,239562622.25095746
2664,2,3.8506336175962907,1987,Urban,0,0.5208138660271757,New York,269572866.85145557
2367,2,1.1897880154620244,2010,Suburban,1,0.15013620612408174,Los Angeles,237724915.13178006
1821,4,2.8090415900937646,2002,Rural,1,0.9266591356196949,Kansas City,187268973.7973555
1454,4,1.17139815802999,2014,Suburban,1,0.9822962195887429,Houston,150664335.95979598
2624,2,3.6813225632858346,1952,Urban,1,0.4879390736906515,Los Angeles,265590794.5606997
1724,1,2.589427171210162,2016,Suburban,2,0.6522947266683944,Los Angeles,175980680.67118272
2678,2,3.0080450522883884,1977,Rural,2,0.5052687636193721,Los Angeles,270921947.1970185
2088,4,3.4947217777313577,1963,Urban,2,0.38969168579750857,New York,211550562.56231737
2099,2,1.4509318674519063,2001,Rural,2,0.16958691357202688,Kansas City,211106754.45791903
1710,1,1.1157746858144015,1979,Rural,0,0.510460957357569,Houston,173905987.88822392
1142,3,3.6366434377385564,2007,Urban,2,0.8365461007235063,Kansas City,118925478.76144792
1916,3,1.9447996823767975,2003,Urban,0,0.11532831497920322,Kansas City,192572501.55107427
2938,2,1.3869367237814958,2018,Suburban,1,0.6238969148622001,Los Angeles,297168504.8285946
1827,1,2.4053837112612597,1964,Urban,0,0.89269489785402,Houston,187688878.2676147
1604,3,2.7949182270880564,1987,Suburban,0,0.2957944870129222,Kansas City,162418591.30209622
2496,2,1.0929118102675304,1963,Urban,2,0.26493027822015597,Houston,251446619.77687085
2440,2,1.824686974771263,2006,Rural,1,0.7950489631317488,New York,248317096.3387666
1304,1,1.098399622830688,2008,Suburban,1,0.329577788007364,Los Angeles,132275268.91174912
1735,4,2.2610061675864968,1957,Urban,2,0.2727858408045836,New York,175603504.6665919
2520,2,3.685300087198733,2021,Suburban,0,0.4401903255123115,Houston,254587349.13410148
1290,4,3.9479572344807075,1968,Suburban,2,0.45325181104319623,Los Angeles,132077355.84780204
2963,4,2.9111426605108823,1981,Suburban,0,0.8866909567149094,New York,301361790.4831128
1101,3,1.4849130813537754,1978,Rural,2,0.6565991247403092,Los Angeles,113909364.10480307
2290,4,3.7175481699979174,1990,Urban,2,0.4653653107056305,New York,232010642.666278
1866,1,2.5487434696001814,1994,Urban,1,0.5809491678571902,Kansas City,189910901.59950596
1967,3,1.4612479363087543,1962,Suburban,1,0.9585687099927468,Los Angeles,202077437.1451869
2645,3,3.7651800083549842,1976,Urban,1,0.20189320894890583,Houston,266196854.54537115
1973,3,3.272407152169309,1968,Rural,2,0.2869439695522223,Los Angeles,199445150.3841738
1841,2,3.195115818169455,1975,Suburban,1,0.9662758359278998,Houston,189531012.8660022
1961,2,3.127542111383214,2002,Rural,1,0.9615923636744838,New York,201367527.47672617
1941,4,1.6010194632893269,2000,Rural,2,0.2594488791382954,New York,195872320.85543817
2800,3,1.633020075122578,1986,Urban,1,0.2305979354127684,Houston,281630466.182698
2026,3,3.0648789952817648,1958,Urban,0,0.4789766209047579,New York,205699749.02916992
1084,1,1.6591682503311906,2001,Suburban,1,0.1447464632391722,Los Angeles,109428169.9349707
2817,4,2.3160150904091465,2003,Rural,0,0.689413179056626,New York,285620767.0270638
1327,1,3.346005476781824,1952,Urban,1,0.16974641949556796,Houston,134224682.50823647
1815,4,3.351857554293523,2018,Suburban,2,0.15222666438485266,Houston,182777522.63849628
2473,4,2.359785317577579,1957,Suburban,2,0.5366682425879643,Kansas City,250730325.11175814
1453,2,3.3765698148257353,1963,Urban,1,0.9620079724990913,Houston,150783282.5986074
2947,2,3.5158653885941704,1952,Rural,0,0.48411634245684365,New York,297839271.6164288
1628,1,2.9643272538527805,1973,Suburban,1,0.42083304279449596,Houston,165446489.75801143
2244,4,1.6852775569252605,1962,Urban,2,0.9981610439520573,New York,230062201.0365297
2177,3,1.8220353411566426,1992,Suburban,1,0.5787720647012651,New York,221055512.97409308
1664,2,1.944523466226206,1978,Urban,2,0.43771726620122375,Kansas City,169099425.59097308
1011,3,1.350412323201856,2021,Suburban,0,0.4472747320074416,New York,103597654.58427735
2156,1,1.8194788611098354,2000,Rural,0,0.27546354643015947,Houston,217278778.64673403
1303,2,1.6285576729375963,1991,Suburban,2,0.5610007517027851,Houston,133527145.58398424
2316,2,2.3659862494258066,1980,Urban,0,0.4949695253512052,Houston,234567296.59546295
1974,4,3.7253126436167947,2012,Urban,2,0.34371576671267207,New York,199692977.2818346
2323,1,1.3134409502618742,1975,Urban,2,0.2444860779415838,Houston,233950938.46097755
2763,4,3.1608037718421866,1967,Rural,2,0.3801149818007983,Los Angeles,278957635.19189215
1782,2,3.0618490132393834,2006,Urban,1,0.5578149949189564,Los Angeles,181423713.65058774
1042,1,1.287262595990073,1956,Urban,0,0.15249994505632153,Houston,105444044.41998087
1943,2,3.7677172147174,1997,Rural,1,0.2383696257255604,New York,196024426.91973162
1342,1,2.705416606470459,2009,Urban,1,0.9528915402721858,Houston,139307363.94684622
2349,2,2.0911765634070525,1982,Urban,0,0.5885698159282051,Los Angeles,238304687.32189655
2837,3,3.26961575048592,1952,Rural,1,0.1571043732940341,New York,285255743.0477566
1497,3,1.7720963752049022,1953,Suburban,2,0.7237789828926157,Houston,153991802.14260343
1363,4,3.0805295111389612,1953,Urban,1,0.15562258307113128,New York,137879152.62869108
1890,3,1.1191336227167417,1991,Suburban,2,0.7649868043417356,Houston,193258869.04341242
1426,2,3.518224112827816,1958,Rural,0,0.7749664495480242,Kansas City,147163699.0562022
2004,2,2.3445125410639553,2000,Urban,1,0.6859710781743273,New York,204240693.83145145
1020,3,2.910078743073825,1966,Urban,0,0.7589840901574147,Los Angeles,106448176.3565176
1406,4,1.6637134594200509,1966,Rural,2,0.17916920291175198,Los Angeles,142145624.52401528
1618,3,3.031221137975344,1969,Urban,1,0.7541024971197409,Los Angeles,166237854.07094687
2014,1,3.3167208276798297,1963,Suburban,2,0.22301948775149466,Los Angeles,203153851.50083345
1335,1,2.419639560653196,1971,Suburban,2,0.4055553165446595,Houston,136059249.5497723
2838,1,2.853180772185383,2001,Rural,2,0.9484707281505695,Houston,288956342.19866675
2140,3,2.3689777714671956,1976,Urban,0,0.5525879298932261,New York,217325612.98232618
2147,3,3.6822741077735364,1992,Urban,0,0.9706837888747124,Kansas City,220134589.50245658
1398,3,2.4936075415429575,1952,Rural,0,0.18003021299806382,Kansas City,141392171.63060603
1792,1,3.5254261270864564,1957,Suburban,1,0.5298009396068621,New York,182513411.6575658
2827,4,3.4040561748107456,1959,Suburban,2,0.1561620882491836,Los Angeles,284296114.6543567
1714,2,2.2315144640450697,1978,Rural,0,0.6671892361593563,Kansas City,175228309.76560014
1050,3,1.6902534755724252,1989,Urban,2,0.17083630123166477,Kansas City,106340950.51682626
2806,4,2.218246397679313,2014,Suburban,0,0.2578310222863396,New York,282300523.5912577
1323,2,3.4786521273256605,1970,Urban,2,0.33294727906235244,Los Angeles,134630635.3048612
1788,2,1.6828976074581772,1973,Suburban,0,0.7738694664980349,Houston,183145564.65304953
1140,2,2.573309037573248,2022,Urban,0,0.2475659069362673,Houston,115535827.71249934
1469,4,3.4182902438822422,2009,Suburban,0,0.861968847963761,Kansas City,151736216.00811
1786,4,2.0604324253851365,1975,Urban,0,0.21871354494772077,Houston,180288100.1566425
