Square Feet,Year Built,Garage Spaces,Lot Size,,City,Neighborhood,Number of Bedrooms,Number of Bathrooms,,Price
2518,2021,0,0.545771488,,Los Angeles,Rural,3,3.103880026,,254921648.4
1606,2013,0,0.937749174,,Kansas City,Rural,4,3.367121813,,165791280
1165,1986,0,0.906940862,,Kansas City,Rural,3,2.052926872,,121523673.8
2567,1980,0,0.403642761,,Kansas City,Rural,4,2.213961225,,259299260.9
1010,1986,2,0.578231077,,Houston,Rural,1,2.181045658,,104329733.8
2324,1994,1,0.727645172,,Kansas City,Rural,1,1.575619553,,236371397.3
1728,1957,2,0.40600834,,Kansas City,Rural,2,1.183649974,,175388815.4
1800,1989,0,0.158391296,,New York,Urban,4,2.772748278,,181369912.6
1101,1954,2,0.554897491,,Los Angeles,Urban,2,3.96765005,,113657061.2
2448,1977,2,0.641472162,,Houston,Urban,2,1.500489115,,248489897.5
2415,1958,1,0.10525744,,Houston,Urban,1,1.14005446,,242506791.3
1778,1951,1,0.186017836,,Los Angeles,Suburban,3,3.338595045,,179510483.8
1213,2012,1,0.286561579,,Houston,Urban,3,1.75775802,,123089639.7
2714,2000,0,0.413247058,,Houston,Suburban,2,3.488931416,,273942905.1
2111,1980,0,0.586946101,,Houston,Suburban,1,3.111810001,,214533116.3
2576,1956,1,0.364458627,,New York,Suburban,4,3.837020611,,260265069.7
1400,1979,2,0.348565433,,New York,Rural,3,2.226781707,,142319835.8
1587,2007,1,0.882414409,,Houston,Suburban,2,2.985909518,,163536015.3
1888,1952,0,0.230545577,,Los Angeles,Suburban,3,2.394564342,,190637320.2
2069,2000,2,0.54591412,,Los Angeles,Suburban,3,2.891766092,,210151453.1
2695,2005,0,0.957542245,,New York,Rural,4,2.348796718,,274753871
2486,2022,1,0.662511924,,New York,Urban,1,1.565896739,,252105001.9
1591,1959,1,0.745484932,,Kansas City,Urban,4,2.523692248,,163556701.6
2333,2010,2,0.488113292,,New York,Suburban,1,2.585752604,,236089497.9
2109,1999,1,0.11793895,,Houston,Suburban,3,3.431811545,,212037080.6
1091,1996,0,0.681517332,,New York,Urban,2,3.206562117,,112983078.8
2683,1950,0,0.668731853,,Kansas City,Urban,4,2.991374872,,272433012.4
1672,2006,0,0.199384873,,Kansas City,Urban,1,1.340161287,,168432436.5
1713,1987,2,0.515943742,,Los Angeles,Urban,3,3.161848872,,174486857.4
1935,2011,0,0.92379605,,Los Angeles,Suburban,1,2.500915469,,198416548.9
2951,2019,1,0.284576349,,Houston,Suburban,1,3.682298608,,296889054.1
1241,2014,2,0.514988879,,New York,Suburban,1,3.759612802,,127091915.4
2888,2011,0,0.514992867,,Kansas City,Urban,3,1.165469772,,291672374.6
1001,2005,0,0.829685321,,Kansas City,Rural,2,3.461924681,,104698071
1224,2016,1,0.842118283,,Los Angeles,Urban,2,1.113092171,,126849073.3
1800,1966,1,0.783342478,,Los Angeles,Urban,2,2.101508877,,184479325.6
2768,1957,2,0.428908743,,New York,Rural,1,2.626899927,,279561561.2
2996,2009,0,0.164833233,,Kansas City,Rural,3,1.444302396,,300752488.8
2949,1989,0,0.41453468,,Los Angeles,Urban,1,3.238941438,,297435594
2952,2011,1,0.711812081,,New York,Rural,2,1.025064113,,299015940.2
1588,1990,2,0.732471917,,New York,Rural,2,1.505797145,,162880294.4
1115,1961,1,0.968500189,,New York,Rural,3,2.74239049,,117028180.2
2689,2003,1,0.508277108,,Los Angeles,Urban,1,3.143162686,,271847122.7
1917,1960,2,0.669192025,,Los Angeles,Urban,4,3.749929308,,195882204.8
2126,2009,0,0.585271784,,Los Angeles,Rural,4,3.116489956,,216030095.7
1193,2017,0,0.235556704,,Houston,Suburban,2,3.015337811,,120833933.9
2189,1995,0,0.515082225,,Houston,Rural,3,2.183023439,,221929137.9
1870,1987,2,0.590351639,,Houston,Rural,1,1.003853277,,190297047.2
1089,2010,2,0.955674645,,Los Angeles,Urban,1,1.360477776,,113935409.1
2709,1966,2,0.429885149,,Los Angeles,Suburban,2,2.603663634,,273669700.5
1121,2015,2,0.982089193,,Houston,Rural,2,3.025389658,,117417350.2
1142,2021,2,0.588070067,,Kansas City,Suburban,1,2.252344852,,117409276.2
1993,1985,1,0.318222319,,Kansas City,Urban,1,3.192037035,,201390514.4
1105,1956,0,0.272497948,,Kansas City,Suburban,2,2.565586886,,112489908.8
1886,1965,2,0.227525426,,Kansas City,Urban,1,1.222528587,,190209316.8
1427,1963,0,0.507639584,,Houston,Rural,4,1.576048753,,145856401.6
2328,1974,2,0.119733787,,New York,Urban,2,3.51999467,,234047668.5
2895,1953,0,0.500540755,,New York,Suburban,1,3.17473824,,292640809.1
2994,1978,1,0.989564223,,Kansas City,Suburban,2,3.684285961,,304969142.6
1316,2005,0,0.703096116,,Los Angeles,Suburban,3,1.352671747,,135456931
2986,1955,0,0.783807509,,Kansas City,Rural,2,3.970667604,,303256837.6
1634,1950,2,0.207104852,,Kansas City,Suburban,2,1.628220142,,165062640.8
2925,1988,0,0.525790775,,New York,Suburban,3,1.035339629,,295531604.3
1008,1950,1,0.357600791,,Los Angeles,Suburban,4,3.992268817,,103472424.1
1773,2012,1,0.904687775,,New York,Urban,1,1.843221656,,182086680.5
2096,2006,1,0.263163225,,Los Angeles,Suburban,3,3.004058358,,211396120.5
2382,2016,2,0.512859994,,Houston,Urban,2,1.530046943,,241054053.5
1222,2014,2,0.629242947,,New York,Suburban,1,2.740685597,,125686766.2
2439,2014,2,0.562636982,,Houston,Urban,3,3.712104959,,247226592.8
1552,1970,2,0.847219175,,Houston,Urban,1,1.960543502,,159938136.6
2393,1979,2,0.308307854,,Kansas City,Rural,1,3.010761928,,241377346.4
1715,1982,1,0.439651999,,Los Angeles,Rural,3,1.563710766,,174190538.3
2287,1997,0,0.812875867,,New York,Urban,1,2.874386196,,233159958.3
2863,1971,1,0.575264271,,Kansas City,Urban,4,2.009351055,,289807022.7
2713,2003,2,0.461905647,,New York,Rural,3,1.633624776,,274022050.1
2883,1953,1,0.126498263,,Houston,Urban,4,1.939546152,,289647957.3
2341,2004,0,0.778046882,,New York,Rural,2,1.536523206,,238300473.6
2107,1993,2,0.97496387,,New York,Rural,1,3.705748324,,216092750.5
2341,1961,1,0.658258309,,Kansas City,Suburban,2,2.191560659,,237985658.6
1110,2001,1,0.870887099,,Los Angeles,Suburban,2,1.735837915,,115714623.3
1250,2014,0,0.565188169,,New York,Rural,1,2.345223523,,128096832.6
1382,2014,2,0.308512869,,Houston,Rural,3,1.9616085,,140124685
1006,1959,2,0.112997894,,Houston,Urban,1,3.233257761,,101817483.8
1458,1967,0,0.688058441,,Kansas City,Rural,2,3.913659736,,149913816.7
2107,1996,0,0.543797963,,Houston,Rural,2,2.31410097,,213827547.4
1207,2015,0,0.803888332,,New York,Suburban,3,3.5831002,,125178174.2
1899,1998,0,0.725214176,,Los Angeles,Rural,1,2.697589221,,193903390.1
2413,2021,2,0.989157131,,New York,Urban,2,1.471706995,,246506163.7
2337,1971,2,0.559281325,,Kansas City,Rural,4,3.071868226,,237226796.7
1021,1975,1,0.484457311,,Houston,Suburban,2,2.540303491,,105072809.3
1409,1958,1,0.35806572,,New York,Suburban,2,2.95181957,,143356715.1
1894,1970,1,0.529175163,,New York,Suburban,3,3.669062238,,192756055.5
1514,2012,2,0.88558433,,Houston,Suburban,4,2.321303712,,156297019.4
2150,1955,2,0.138195753,,Los Angeles,Rural,2,3.70353287,,216448743.7
1808,1963,2,0.980110043,,Los Angeles,Urban,2,3.252007043,,186384450.7
2723,1982,1,0.993976475,,Los Angeles,Urban,4,2.465814778,,277879818.5
1873,2020,0,0.638039241,,Houston,Urban,1,2.809666407,,190765921.2
1013,1973,0,0.398389783,,New York,Rural,1,1.976743398,,103740204.7
1970,2022,0,0.300744071,,Kansas City,Rural,2,3.950791899,,198905029.7
1977,2000,0,0.348841356,,New York,Rural,2,3.002053489,,199884360.8
2013,1951,0,0.145094884,,Houston,Urban,1,1.131540557,,202520340
2035,1964,2,0.527599863,,Houston,Rural,3,1.979865717,,206771489.2
1086,1984,1,0.151591844,,New York,Rural,4,2.869943301,,109988205
2547,1985,0,0.746626793,,Houston,Suburban,4,1.168999833,,258910809
1908,1988,0,0.43473651,,New York,Suburban,3,1.071652574,,193379056.5
2560,1953,0,0.279428259,,New York,Urban,3,2.350072719,,258073396.7
2324,2013,2,0.590368202,,Los Angeles,Suburban,3,1.998070539,,235741696.3
2266,1955,0,0.976383377,,Houston,Suburban,3,2.314895824,,232145534.1
1121,2006,1,0.725617944,,Houston,Suburban,3,1.78807993,,116117195.7
2170,1979,2,0.542572165,,Los Angeles,Rural,3,1.494153241,,220234922.3
2590,2016,2,0.799222869,,Los Angeles,Suburban,4,3.067430071,,263501171.6
1749,1964,2,0.763728825,,Los Angeles,Suburban,3,2.543713349,,179394422.6
2379,1966,0,0.902561915,,Kansas City,Suburban,1,1.600462634,,242867844.3
1684,1967,0,0.284202053,,Houston,Rural,3,1.958768279,,170397917.9
2927,1968,0,0.872989819,,New York,Urban,3,2.775423723,,297698105.9
2756,2018,0,0.370923478,,New York,Rural,4,1.216688045,,277770869
2654,1973,1,0.946899035,,New York,Rural,4,1.442359028,,270712672.1
1308,1997,2,0.352958634,,Houston,Suburban,3,1.219736812,,132976273.4
1694,1979,0,0.934163689,,Kansas City,Urban,4,3.436951998,,174748589.8
1287,1964,1,0.967411643,,Houston,Suburban,2,3.2572277,,134196350.3
1306,1996,2,0.230942222,,Houston,Suburban,4,3.259938796,,132374206.5
2835,1993,2,0.977049895,,Houston,Urban,4,3.14897603,,289011422.7
2617,1976,2,0.177150672,,Houston,Urban,4,3.008156271,,263286365.1
2989,2013,0,0.296711008,,Houston,Rural,4,2.430975746,,300815878.2
1913,1990,2,0.499751903,,Kansas City,Urban,1,2.926834491,,194273272.1
2746,2017,0,0.994237629,,Los Angeles,Rural,1,1.115084664,,279734819.5
1661,1954,1,0.539706746,,New York,Rural,1,2.864393268,,169428363.2
1548,2002,2,0.595368499,,Houston,Suburban,3,3.333633117,,158321865
2375,1957,1,0.724982455,,Houston,Suburban,3,2.501075081,,241812492.9
1311,1971,0,0.971464202,,Houston,Suburban,2,2.072539985,,136472761.5
1872,1956,0,0.80501626,,New York,Urban,1,1.832280204,,191747502.3
2082,1971,0,0.301738604,,Kansas City,Urban,3,2.92840615,,210338323.5
2666,1995,2,0.372691838,,New York,Rural,4,3.078403596,,269074339.5
1923,1979,2,0.187865416,,Kansas City,Rural,4,3.6129028,,193970294.8
2737,1965,1,0.680007128,,Los Angeles,Rural,1,2.027002247,,277612060.8
1754,1954,0,0.262666276,,Houston,Urban,2,3.309316922,,177406530.1
1034,2016,1,0.3316644,,Kansas City,Rural,2,2.684067473,,105414627.1
1444,1972,0,0.89930229,,New York,Rural,4,3.648509472,,149625149.7
1092,2010,0,0.394080108,,Kansas City,Urban,2,2.583436325,,111529158.3
2973,1954,1,0.609982047,,Kansas City,Suburban,1,2.552889485,,300956376.9
2982,1972,0,0.457809408,,Los Angeles,Urban,4,2.733631244,,301149069.4
2230,1974,1,0.166628159,,Houston,Rural,3,3.247946065,,224491736.7
1352,1957,2,0.426577447,,Houston,Suburban,3,3.894071436,,138144942.6
1902,1970,1,0.467261383,,New York,Urban,2,1.220690063,,193012858.7
2355,1951,1,0.906130992,,New York,Suburban,4,1.160303807,,240697677.7
2840,1971,0,0.392005588,,Los Angeles,Suburban,4,3.812651012,,286705976.8
1861,2021,1,0.441317008,,Kansas City,Rural,3,2.589626877,,188680807.1
2748,2021,2,0.804607092,,Kansas City,Urban,4,2.844709044,,279286388.6
1158,2017,2,0.783060986,,New York,Rural,4,2.447270805,,120168850.2
2977,2013,2,0.818456749,,Houston,Urban,4,1.280972358,,302178356.7
1956,1968,2,0.958393666,,Kansas City,Urban,2,3.304268135,,201054788.4
1023,2002,1,0.816001749,,Los Angeles,Urban,4,3.241673935,,106948134.3
1403,2001,2,0.466847383,,New York,Suburban,1,1.935109964,,142979370.2
1804,1996,1,0.839357665,,Kansas City,Suburban,2,1.918717736,,184995692.2
1515,2003,1,0.557807169,,Houston,Rural,4,3.513524143,,154872550.2
1731,1993,0,0.349942629,,Houston,Urban,4,1.217071773,,175290993.5
2387,1956,1,0.372625361,,Los Angeles,Urban,1,3.643315445,,241241375.5
2405,1950,1,0.30145815,,Los Angeles,Suburban,2,1.76998507,,242625039.6
1531,2012,0,0.230493662,,New York,Urban,3,2.778954243,,154665889.9
1955,1988,2,0.266041371,,New York,Rural,3,3.807982537,,197480805.5
1151,1968,2,0.156860245,,Houston,Urban,2,3.034367505,,116526878.8
2585,1980,1,0.899605778,,Houston,Urban,4,2.243289437,,263601275.6
2712,1973,0,0.937907029,,Kansas City,Suburban,4,3.068602627,,276569680.3
1946,2018,1,0.628093353,,Kansas City,Urban,3,2.031938909,,198087862.2
1607,2014,1,0.856440601,,Kansas City,Rural,3,1.831775249,,165334586.1
2640,1982,2,0.265213992,,Los Angeles,Rural,3,3.990049834,,266020323.7
1419,2008,0,0.911506443,,Los Angeles,Rural,1,3.252370694,,146826460
2273,1982,1,0.555725404,,Kansas City,Rural,3,2.934159932,,230673689
2140,1981,2,0.160448493,,Houston,Suburban,1,2.06586893,,215257182.6
1865,2008,1,0.22718147,,New York,Urban,2,1.147482487,,187916968.5
2535,1990,2,0.378078815,,Los Angeles,Suburban,4,1.093170628,,255877381.9
2763,1961,0,0.139201822,,Los Angeles,Rural,3,2.662543766,,277655699.9
1577,2022,1,0.37836404,,Kansas City,Urban,4,3.286098163,,160063277.6
1334,1960,0,0.15393739,,New York,Suburban,4,2.612137571,,134880597.3
2441,1968,2,0.312424845,,Los Angeles,Urban,3,3.522355216,,246391300.9
1931,2003,0,0.33910278,,New York,Rural,3,1.100279599,,195128034.9
2797,2006,0,0.994932079,,Los Angeles,Rural,2,2.100256229,,285017179.6
1294,1991,0,0.311992006,,New York,Urban,1,1.711211174,,131298300.9
2961,2020,1,0.315267804,,New York,Urban,1,2.341818904,,297936975.4
1754,1980,2,0.718110072,,Los Angeles,Rural,4,1.21712918,,179536835
2394,2001,0,0.873421731,,New York,Suburban,3,3.862394925,,244316788.3
1185,1951,1,0.448349871,,Houston,Rural,2,1.669766203,,121346981.8
2269,1987,2,0.888056218,,Los Angeles,Urban,2,3.766923326,,231942800.3
1636,1981,2,0.406127819,,Los Angeles,Suburban,2,2.277679465,,166151465.1
2291,1959,2,0.277314292,,Houston,Rural,2,3.9565724,,231243314.4
2666,1957,0,0.396674942,,New York,Urban,2,2.66217515,,269213037.8
2260,1969,0,0.648420737,,Houston,Urban,1,3.792498593,,229846541.1
1529,1969,0,0.430428843,,Los Angeles,Urban,1,1.016046966,,155448347.7
2575,1958,2,0.705604424,,Houston,Suburban,1,3.244716419,,261686375.8
1020,2021,2,0.313242291,,New York,Suburban,3,3.709151959,,104044397.9
1910,1964,0,0.730893605,,Houston,Suburban,4,1.419161701,,195255905.2
2760,2012,0,0.412694527,,Los Angeles,Suburban,2,1.288377555,,278315101
1866,1970,2,0.510281534,,New York,Urban,3,2.273717822,,189776936.5
1793,1954,2,0.601970626,,Los Angeles,Urban,2,3.801036718,,183079930.9
2543,1984,1,0.717602503,,Los Angeles,Suburban,1,2.627159681,,258350049.5
1099,2017,1,0.314842323,,Kansas City,Suburban,3,2.582369391,,111867889.3
1751,1997,0,0.852350984,,Los Angeles,Urban,1,1.423378355,,179648508.3
1477,2011,2,0.749658475,,Los Angeles,Rural,2,1.002368533,,151723470
2622,1984,2,0.310688127,,New York,Rural,2,3.430420272,,264345722.2
2321,2019,1,0.977477106,,New York,Urban,4,1.262723689,,237322089.8
1939,1970,2,0.698317292,,New York,Suburban,2,2.901549456,,198014202.7
1525,1988,0,0.507184198,,Houston,Suburban,1,3.743849364,,155541709.7
1333,1983,1,0.241774593,,Houston,Urban,2,1.625955739,,134950819.6
1001,1964,2,0.579898902,,New York,Rural,4,2.995818509,,103759180.9
1374,1955,2,0.248298298,,Houston,Urban,4,1.23609573,,139314198.7
1292,2015,0,0.486542511,,Kansas City,Urban,1,2.811265432,,131933557.5
1836,2005,2,0.46784127,,Houston,Urban,3,1.491795163,,186331091
2957,1998,1,0.74794568,,Kansas City,Suburban,2,3.207860682,,299925318
2004,1950,1,0.273144863,,New York,Suburban,4,1.903693884,,202493501.4
1552,2014,2,0.839684219,,New York,Suburban,2,2.390173026,,159762684.1
1317,1977,2,0.393519094,,Houston,Rural,2,2.798291626,,134247467.3
2525,1969,2,0.499589764,,New York,Urban,3,1.513820232,,255571485.3
2851,1997,2,0.795106878,,New York,Urban,4,3.224913456,,289687402.9
1380,2021,1,0.66285316,,Los Angeles,Rural,2,1.907921022,,141587359.9
2646,2014,0,0.377222817,,New York,Suburban,4,2.98711558,,266955147.8
1013,2000,1,0.447582632,,Los Angeles,Urban,1,1.474849152,,103833526.8
1503,1992,2,0.375208133,,New York,Rural,1,3.064352978,,152650867.1
1230,1998,2,0.635293151,,Kansas City,Suburban,2,1.384564218,,126545308.1
2107,1974,1,0.39936208,,Kansas City,Suburban,4,2.276069489,,213332515.6
1129,1990,1,0.753127925,,New York,Urban,2,1.741618221,,117081261
2766,2020,2,0.621808443,,Kansas City,Suburban,4,3.245125748,,280207426.6
1837,2013,1,0.231135951,,Kansas City,Rural,4,1.786105014,,185259637.6
2168,2010,2,0.379241757,,Kansas City,Suburban,3,3.645151919,,219224595.2
1890,1961,1,0.299302698,,Houston,Urban,3,3.675460634,,191252173
2880,2018,2,0.451281891,,Kansas City,Rural,3,1.589323946,,290590608.8
1027,1963,1,0.564385678,,Los Angeles,Suburban,2,2.841537835,,106155043.7
1065,1983,2,0.556086572,,Houston,Suburban,3,1.263152925,,109765169.3
2186,1997,0,0.779071309,,Los Angeles,Suburban,3,2.174611299,,222938452.4
2252,2010,0,0.270254677,,Los Angeles,Rural,1,3.139965189,,226901770.8
1260,1984,1,0.951825546,,Los Angeles,Suburban,4,2.978269741,,131397498
2472,2014,0,0.408560596,,Houston,Urban,4,2.874102008,,249703360.6
2447,2008,2,0.370223962,,New York,Rural,3,1.847622591,,246954691.5
1459,1985,1,0.71666072,,Kansas City,Rural,4,2.134074848,,150053359.2
2975,1968,1,0.824964966,,Kansas City,Suburban,1,1.308838434,,302067987.7
2699,1991,2,0.440624588,,New York,Rural,1,3.157068461,,272589903.1
1300,2018,2,0.772162277,,New York,Urban,3,2.51166639,,134264186.4
1918,1968,2,0.895362361,,Los Angeles,Rural,1,3.126296897,,196876284.1
2326,1988,1,0.790123299,,Houston,Urban,4,1.746830574,,237076628.8
1286,2018,2,0.130776837,,Los Angeles,Suburban,2,1.973314686,,129566882.8
2418,2001,0,0.84463202,,Kansas City,Rural,4,2.002646012,,246483358.6
2033,1961,1,0.797032863,,New York,Urban,2,1.077227229,,207795956.4
2730,1996,2,0.702361214,,Kansas City,Suburban,3,2.023143618,,276988541.8
1629,1985,1,0.784020177,,New York,Urban,2,3.409913721,,167385844.4
1269,2012,0,0.981482856,,Houston,Rural,1,3.691895487,,132189306.4
1591,2000,0,0.488001599,,Los Angeles,Rural,4,2.554654947,,162046607.1
2993,1992,2,0.160500911,,Kansas City,Urban,2,2.366505086,,300574992.4
2628,1983,1,0.514800973,,Houston,Suburban,4,1.092473856,,265875940.4
2801,1998,2,0.14179029,,Kansas City,Suburban,3,3.637613013,,281396772.4
1843,1967,1,0.364825367,,New York,Suburban,3,1.03903064,,186652054.1
1861,2010,2,0.628191813,,Kansas City,Suburban,1,3.834250241,,189683527.8
2384,2006,2,0.378660604,,Houston,Urban,3,2.467648746,,240753376.7
2280,1954,1,0.716855721,,Houston,Rural,2,2.025803481,,232201213.9
1132,1973,1,0.839787695,,Los Angeles,Urban,3,3.772655305,,118101887.6
2299,2013,0,0.478395261,,Kansas City,Rural,1,1.073172979,,232472464.3
2799,2008,0,0.910124156,,New York,Rural,4,2.744274685,,284931441.4
2706,1987,1,0.171855038,,Kansas City,Urban,4,2.646797573,,272057785
1971,1982,0,0.856101848,,Los Angeles,Urban,3,1.657961204,,201859856.3
1512,1959,0,0.845715831,,New York,Suburban,2,2.286662294,,156020078.8
1312,1986,1,0.389794507,,New York,Rural,1,2.956792018,,133625731.9
1575,1960,1,0.368843668,,Los Angeles,Suburban,2,3.181393591,,160017822.9
1885,1973,1,0.374585483,,New York,Suburban,1,1.002150576,,190768088.7
2307,2020,2,0.830254341,,Houston,Urban,3,3.81056029,,235342063.7
2144,1970,1,0.848488139,,Houston,Suburban,1,1.493576117,,219089458.9
2130,1969,1,0.396750213,,New York,Suburban,1,1.700741303,,215451306.7
2956,1959,1,0.633331313,,Kansas City,Suburban,3,1.790420337,,299390938.1
1686,1996,0,0.225039906,,New York,Urban,2,1.11346041,,170043709.1
2227,1996,1,0.521900864,,Kansas City,Suburban,3,1.369156371,,225717191.1
1164,1964,0,0.998913566,,Los Angeles,Suburban,1,3.959049769,,122036496.6
1304,1993,2,0.242955233,,Houston,Urban,3,1.945650212,,132100699.9
2520,2011,1,0.952806376,,Houston,Urban,1,1.345903271,,256994974.6
2655,1955,1,0.84182925,,Los Angeles,Urban,3,1.320973784,,270318219.3
2579,2015,0,0.974993186,,Los Angeles,Rural,4,3.158379903,,263251844.4
2847,1953,2,0.261620885,,Houston,Urban,4,3.563705992,,286865382.4
1155,1972,1,0.292166641,,Los Angeles,Rural,3,1.770856899,,117518647.5
2390,1962,2,0.115180464,,New York,Urban,2,1.062728537,,240100607
2742,1980,2,0.752231632,,New York,Urban,1,1.669270055,,278391353.4
2925,1965,1,0.679685224,,Kansas City,Urban,4,1.169547072,,296496142.2
1619,1990,2,0.260258894,,Kansas City,Rural,2,1.31018481,,163604558.3
2274,1950,2,0.812030469,,Kansas City,Suburban,1,2.29452436,,232087241.7
1956,1961,1,0.369275956,,New York,Urban,4,1.689755113,,198103111.4
2939,2005,0,0.221496012,,Houston,Rural,4,2.547837636,,295488567.9
2905,1999,1,0.480306399,,Kansas City,Urban,3,1.76048126,,293323568.1
1333,1969,2,0.181872864,,New York,Suburban,1,3.821611903,,134855985.2
2665,2015,1,0.336919291,,Houston,Rural,2,3.717831904,,268623433.8
1968,1985,0,0.434200023,,Los Angeles,Urban,2,2.700418315,,199463531.5
1510,1987,2,0.866677757,,New York,Urban,2,2.063271976,,155808134.2
2316,1971,2,0.813293867,,Los Angeles,Urban,1,2.143440646,,236177227.4
2043,2010,0,0.498478857,,Kansas City,Suburban,2,2.235556849,,207125061
1281,1999,0,0.752117552,,Houston,Rural,2,3.182737966,,132319293.1
1796,2008,2,0.611784673,,New York,Urban,2,2.354916987,,183050542.1
2024,1969,0,0.40675767,,Kansas City,Urban,3,3.57018984,,205121552.6
1118,1985,1,0.753286909,,Kansas City,Rural,3,3.832284358,,116213855.9
2058,1964,0,0.715149239,,Houston,Suburban,1,2.00783846,,209871334.1
1197,2011,1,0.657184998,,Los Angeles,Suburban,1,2.682083444,,123317081.2
1484,1952,2,0.656159969,,Kansas City,Suburban,2,1.28516961,,152272187.6
2780,1954,2,0.714683793,,Houston,Suburban,3,1.601407143,,282228524.5
2082,2005,2,0.446090961,,Houston,Suburban,4,2.2403973,,210928484.6
1836,1980,2,0.882168234,,New York,Urban,4,1.618608148,,188587236.8
2184,1984,2,0.246077061,,Kansas City,Urban,2,3.629681472,,220237611.4
2008,2020,0,0.895496917,,Los Angeles,Urban,2,1.474858768,,205503099
1690,2019,0,0.408053659,,Los Angeles,Rural,3,2.366982465,,171387792
2229,1975,2,0.212528454,,Kansas City,Suburban,3,2.817097721,,224603924.6
2035,1950,0,0.640024662,,Los Angeles,Rural,3,3.075591724,,207445792.7
1489,1956,0,0.438388002,,Houston,Suburban,1,2.149208109,,151638130.6
1275,1985,2,0.833949754,,Houston,Suburban,1,3.607297206,,132220296.1
1692,1974,0,0.487706922,,Kansas City,Rural,2,2.704957453,,172186406.4
1241,2008,2,0.701706273,,Los Angeles,Urban,1,2.318523341,,127947420.6
2239,2010,2,0.377432191,,Houston,Rural,3,1.201721902,,226132290.1
2274,1978,2,0.288507138,,Kansas City,Urban,3,2.394068405,,229437090.8
2834,1967,2,0.449244128,,Houston,Suburban,1,3.462207522,,286275886.2
1125,1990,0,0.646127051,,Kansas City,Urban,4,2.843623055,,116308907
1216,1968,0,0.691252065,,New York,Suburban,2,3.496487361,,125693496.9
2329,1953,1,0.620385999,,New York,Suburban,4,2.482035012,,236758082.6
2820,2014,1,0.989250147,,Kansas City,Urban,2,1.355385115,,287212904.6
2208,1990,2,0.721981168,,New York,Suburban,4,1.040919538,,224892974.8
2062,1964,1,0.938367665,,New York,Urban,1,1.90965864,,211400062.7
2246,2003,0,0.206139875,,Los Angeles,Rural,2,3.093971414,,226062747.2
2207,2013,0,0.155235637,,New York,Suburban,2,3.370779712,,221878986.7
1494,2021,1,0.379895232,,Los Angeles,Suburban,2,1.887258504,,151571020.5
1426,1964,1,0.222930045,,New York,Rural,3,2.486961763,,144366172.4
2201,1999,0,0.573281675,,New York,Suburban,3,2.263356713,,223406160.1
1918,1971,1,0.567083128,,Houston,Rural,4,2.231568353,,195282783.3
2451,1967,0,0.61754245,,Kansas City,Rural,1,1.69404614,,248644765.7
2317,1951,0,0.770705093,,New York,Suburban,3,1.409113315,,236169209
2875,1985,1,0.97419673,,Kansas City,Rural,2,1.590065675,,292800238.6
1150,1969,1,0.890432822,,Kansas City,Rural,3,1.165997161,,119979613.9
1383,1965,2,0.206530516,,Houston,Rural,1,1.594392225,,139832232
2661,2016,2,0.40466232,,Kansas City,Suburban,3,1.027602693,,268425381.8
2836,1979,2,0.330240723,,Kansas City,Rural,2,2.881775202,,285827336.8
1307,2004,2,0.259135622,,New York,Urban,4,1.949126222,,132476862.6
2359,2015,2,0.590252389,,Houston,Urban,2,3.919434134,,239325219.5
2969,1975,0,0.597937962,,Kansas City,Rural,1,1.581151152,,300298276.1
1745,2006,1,0.304520345,,New York,Urban,4,2.037485711,,176480413.2
1891,2018,0,0.740707525,,Houston,Suburban,3,2.073523476,,193134051.9
1374,1951,2,0.759622869,,New York,Rural,3,1.025354488,,141825015.9
2031,2005,2,0.118881995,,Houston,Suburban,3,3.517623859,,204238231.8
2364,2011,1,0.456181933,,Houston,Urban,4,1.09598338,,239043108.4
1128,1983,0,0.901126577,,Los Angeles,Urban,2,3.820539504,,117892173.3
2014,2005,2,0.568286747,,Los Angeles,Urban,4,3.676223053,,204847150.5
2799,2004,2,0.412865021,,Los Angeles,Urban,4,2.606565748,,282494817.5
1668,1969,2,0.328308536,,Kansas City,Suburban,1,2.630786725,,168998851.7
2375,1999,2,0.319019068,,New York,Rural,4,2.961333769,,239677195.4
2381,1974,0,0.18979123,,Houston,Suburban,3,2.161150036,,239606042.4
1516,1974,0,0.835503777,,New York,Rural,2,2.94166685,,156343143.9
2518,2002,2,0.177991665,,Kansas City,Urban,2,1.134305166,,253020031.2
1085,1963,0,0.363065289,,Los Angeles,Urban,2,1.162142882,,110802487.2
2198,2009,2,0.141108165,,Los Angeles,Urban,3,2.371691259,,220943417.7
2825,1992,1,0.803247913,,New York,Urban,3,2.648866903,,287039904.6
2216,2011,1,0.135355314,,New York,Suburban,3,3.663452921,,222781535.5
1310,2018,1,0.377470993,,Houston,Rural,3,1.313981902,,133180903.6
2142,2012,0,0.615967633,,New York,Rural,3,3.467943782,,217744933.9
2241,1951,2,0.468605224,,Houston,Urban,4,1.630142012,,227165286.8
1426,2003,1,0.354043961,,Houston,Suburban,3,2.182250946,,144803888.6
2993,1965,1,0.347670165,,Los Angeles,Urban,3,1.949807304,,301644586.4
2437,2004,0,0.818011275,,New York,Rural,3,2.200465819,,248200091.3
1113,1992,0,0.976580286,,Los Angeles,Rural,3,1.451486494,,116596762.9
2168,2010,1,0.413236963,,Houston,Suburban,2,2.510710223,,219239488.1
